"requestId","journeyId","mode","distance","time","nbTransit","nbJourney"
"Banlieue-Banlieue4.json",4,"car",13439,1510,0,1
"Banlieue-Banlieue4.json",4,"rail",0,0,0,0
"Banlieue-Banlieue4.json",4,"waiting",0,1024,0,0
"Banlieue-Banlieue4.json",4,"subway",0,0,0,0
"Banlieue-Banlieue4.json",4,"bus",29304,3240,2,1
"Banlieue-Banlieue3.json",1,"walking",441,694,0,1
"Banlieue-Banlieue3.json",1,"car",9486,1154,0,1
"Banlieue-Banlieue3.json",1,"rail",31009,2460,1,1
"Banlieue-Banlieue3.json",1,"waiting",0,144,0,0
"Banlieue-Banlieue3.json",1,"subway",0,0,0,0
"Banlieue-Banlieue3.json",1,"bus",2509,540,1,1
"Banlieue-Banlieue2.json",1,"walking",545,861,0,1
"Banlieue-Banlieue2.json",1,"car",8256,1043,0,1
"Banlieue-Banlieue2.json",1,"rail",27367,2160,2,1
"Banlieue-Banlieue2.json",1,"waiting",0,323,0,0
"Banlieue-Banlieue2.json",1,"subway",0,0,0,0
"Banlieue-Banlieue2.json",1,"bus",4295,660,1,1
"Banlieue-Banlieue2.json",2,"walking",702,1000,0,1
"Banlieue-Banlieue2.json",2,"car",1532,438,0,1
"Banlieue-Banlieue2.json",2,"rail",37029,3240,2,1
"Banlieue-Banlieue2.json",2,"waiting",0,863,0,0
"Banlieue-Banlieue2.json",2,"subway",0,0,0,0
"Banlieue-Banlieue2.json",2,"bus",4295,660,1,1
